Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_MOD_title;Grant Modena Independence;;;;;;;;;;;;;
gtfo_MOD_desc;We can no longer maintain our rulership of Modena, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PAP_title;Grant Papal States Independence;;;;;;;;;;;;;
gtfo_PAP_desc;We can no longer maintain our rulership of Papal States, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PAR_title;Grant Parma Independence;;;;;;;;;;;;;
gtfo_PAR_desc;We can no longer maintain our rulership of Parma, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SAR_title;Grant Sardinia-Piedmont Independence;;;;;;;;;;;;;
gtfo_SAR_desc;We can no longer maintain our rulership of Sardinia-Piedmont, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIC_title;Grant Two Sicilies Independence;;;;;;;;;;;;;
gtfo_SIC_desc;We can no longer maintain our rulership of Two Sicilies, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRE_title;Grant Trieste Independence;;;;;;;;;;;;;
gtfo_TRE_desc;We can no longer maintain our rulership of Trieste, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TUS_title;Grant Tuscany Independence;;;;;;;;;;;;;
gtfo_TUS_desc;We can no longer maintain our rulership of Tuscany, considering the developing political situation.;;;;;;;;;;;;;
gtfo_VEN_title;Grant Venice Independence;;;;;;;;;;;;;
gtfo_VEN_desc;We can no longer maintain our rulership of Venice, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BOH_title;Grant Bohemia-Moravia Independence;;;;;;;;;;;;;
gtfo_BOH_desc;We can no longer maintain our rulership of Bohemia-Moravia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KRA_title;Grant Krakow Independence;;;;;;;;;;;;;
gtfo_KRA_desc;We can no longer maintain our rulership of Krakow, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRI_title;Grant Crimea Independence;;;;;;;;;;;;;
gtfo_CRI_desc;We can no longer maintain our rulership of Crimea, considering the developing political situation.;;;;;;;;;;;;;
gtfo_EST_title;Grant Estonia Independence;;;;;;;;;;;;;
gtfo_EST_desc;We can no longer maintain our rulership of Estonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HUN_title;Grant Hungary Independence;;;;;;;;;;;;;
gtfo_HUN_desc;We can no longer maintain our rulership of Hungary, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LIT_title;Grant Lithuania Independence;;;;;;;;;;;;;
gtfo_LIT_desc;We can no longer maintain our rulership of Lithuania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LAT_title;Grant Latvia Independence;;;;;;;;;;;;;
gtfo_LAT_desc;We can no longer maintain our rulership of Latvia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_POL_title;Grant Poland Independence;;;;;;;;;;;;;
gtfo_POL_desc;We can no longer maintain our rulership of Poland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SLV_title;Grant Slovakia Independence;;;;;;;;;;;;;
gtfo_SLV_desc;We can no longer maintain our rulership of Slovakia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SWI_title;Grant Switzerland Independence;;;;;;;;;;;;;
gtfo_SWI_desc;We can no longer maintain our rulership of Switzerland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RUT_title;Grant Ruthenia Independence;;;;;;;;;;;;;
gtfo_RUT_desc;We can no longer maintain our rulership of Ruthenia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIE_title;Grant Siebenburgen Independence;;;;;;;;;;;;;
gtfo_SIE_desc;We can no longer maintain our rulership of Siebenburgen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UKR_title;Grant Ukraine Independence;;;;;;;;;;;;;
gtfo_UKR_desc;We can no longer maintain our rulership of Ukraine, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CZH_title;Grant Czechoslovakia Independence;;;;;;;;;;;;;
gtfo_CZH_desc;We can no longer maintain our rulership of Czechoslovakia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ALB_title;Grant Albania Independence;;;;;;;;;;;;;
gtfo_ALB_desc;We can no longer maintain our rulership of Albania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BOS_title;Grant Bosnia-Herzegovina Independence;;;;;;;;;;;;;
gtfo_BOS_desc;We can no longer maintain our rulership of Bosnia-Herzegovina, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BUL_title;Grant Bulgaria Independence;;;;;;;;;;;;;
gtfo_BUL_desc;We can no longer maintain our rulership of Bulgaria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRE_title;Grant Crete Independence;;;;;;;;;;;;;
gtfo_CRE_desc;We can no longer maintain our rulership of Crete, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRO_title;Grant Croatia Independence;;;;;;;;;;;;;
gtfo_CRO_desc;We can no longer maintain our rulership of Croatia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CYP_title;Grant Cyprus Independence;;;;;;;;;;;;;
gtfo_CYP_desc;We can no longer maintain our rulership of Cyprus, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GRE_title;Grant Greece Independence;;;;;;;;;;;;;
gtfo_GRE_desc;We can no longer maintain our rulership of Greece, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ION_title;Grant Ionian Islands Independence;;;;;;;;;;;;;
gtfo_ION_desc;We can no longer maintain our rulership of Ionian Islands, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MOL_title;Grant Moldavia Independence;;;;;;;;;;;;;
gtfo_MOL_desc;We can no longer maintain our rulership of Moldavia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MON_title;Grant Montenegro Independence;;;;;;;;;;;;;
gtfo_MON_desc;We can no longer maintain our rulership of Montenegro, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ROM_title;Grant Romania Independence;;;;;;;;;;;;;
gtfo_ROM_desc;We can no longer maintain our rulership of Romania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SER_title;Grant Serbia Independence;;;;;;;;;;;;;
gtfo_SER_desc;We can no longer maintain our rulership of Serbia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SLO_title;Grant Slovenia Independence;;;;;;;;;;;;;
gtfo_SLO_desc;We can no longer maintain our rulership of Slovenia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TUR_title;Grant Ottoman Empire Independence;;;;;;;;;;;;;
gtfo_TUR_desc;We can no longer maintain our rulership of Ottoman Empire, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WAL_title;Grant Wallachia Independence;;;;;;;;;;;;;
gtfo_WAL_desc;We can no longer maintain our rulership of Wallachia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YUG_title;Grant Yugoslavia Independence;;;;;;;;;;;;;
gtfo_YUG_desc;We can no longer maintain our rulership of Yugoslavia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ALD_title;Grant Aldjazair Independence;;;;;;;;;;;;;
gtfo_ALD_desc;We can no longer maintain our rulership of Aldjazair, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CNG_title;Grant Congo Free State Independence;;;;;;;;;;;;;
gtfo_CNG_desc;We can no longer maintain our rulership of Congo Free State, considering the developing political situation.;;;;;;;;;;;;;
gtfo_EGY_title;Grant Egypt Independence;;;;;;;;;;;;;
gtfo_EGY_desc;We can no longer maintain our rulership of Egypt, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ETH_title;Grant Ethiopia Independence;;;;;;;;;;;;;
gtfo_ETH_desc;We can no longer maintain our rulership of Ethiopia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAD_title;Grant Madagascar Independence;;;;;;;;;;;;;
gtfo_MAD_desc;We can no longer maintain our rulership of Madagascar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LIB_title;Grant Liberia Independence;;;;;;;;;;;;;
gtfo_LIB_desc;We can no longer maintain our rulership of Liberia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MOR_title;Grant Morocco Independence;;;;;;;;;;;;;
gtfo_MOR_desc;We can no longer maintain our rulership of Morocco, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NAL_title;Grant Natalia Independence;;;;;;;;;;;;;
gtfo_NAL_desc;We can no longer maintain our rulership of Natalia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ORA_title;Grant Oranje Independence;;;;;;;;;;;;;
gtfo_ORA_desc;We can no longer maintain our rulership of Oranje, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SAF_title;Grant South Africa Independence;;;;;;;;;;;;;
gtfo_SAF_desc;We can no longer maintain our rulership of South Africa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SOK_title;Grant Sokoto Independence;;;;;;;;;;;;;
gtfo_SOK_desc;We can no longer maintain our rulership of Sokoto, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RHO_title;Grant Southern Rhodesia Independence;;;;;;;;;;;;;
gtfo_RHO_desc;We can no longer maintain our rulership of Southern Rhodesia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRI_title;Grant Tripoli Independence;;;;;;;;;;;;;
gtfo_TRI_desc;We can no longer maintain our rulership of Tripoli, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRN_title;Grant Transvaal Independence;;;;;;;;;;;;;
gtfo_TRN_desc;We can no longer maintain our rulership of Transvaal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TUN_title;Grant Tunis Independence;;;;;;;;;;;;;
gtfo_TUN_desc;We can no longer maintain our rulership of Tunis, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ZAN_title;Grant Zanzibar Independence;;;;;;;;;;;;;
gtfo_ZAN_desc;We can no longer maintain our rulership of Zanzibar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ZUL_title;Grant Zulu Independence;;;;;;;;;;;;;
gtfo_ZUL_desc;We can no longer maintain our rulership of Zulu, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ABU_title;Grant Abu Dhabi Independence;;;;;;;;;;;;;
gtfo_ABU_desc;We can no longer maintain our rulership of Abu Dhabi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AFG_title;Grant Afghanistan Independence;;;;;;;;;;;;;
gtfo_AFG_desc;We can no longer maintain our rulership of Afghanistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARM_title;Grant Armenia Independence;;;;;;;;;;;;;
gtfo_ARM_desc;We can no longer maintain our rulership of Armenia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AZB_title;Grant Azerbaijan Independence;;;;;;;;;;;;;
gtfo_AZB_desc;We can no longer maintain our rulership of Azerbaijan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BUK_title;Grant Bukkhara Independence;;;;;;;;;;;;;
gtfo_BUK_desc;We can no longer maintain our rulership of Bukkhara, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GEO_title;Grant Georgia Independence;;;;;;;;;;;;;
gtfo_GEO_desc;We can no longer maintain our rulership of Georgia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HDJ_title;Grant Hedjaz Independence;;;;;;;;;;;;;
gtfo_HDJ_desc;We can no longer maintain our rulership of Hedjaz, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IRQ_title;Grant Iraq Independence;;;;;;;;;;;;;
gtfo_IRQ_desc;We can no longer maintain our rulership of Iraq, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KHI_title;Grant Khiva Independence;;;;;;;;;;;;;
gtfo_KHI_desc;We can no longer maintain our rulership of Khiva, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KOK_title;Grant Kokand Independence;;;;;;;;;;;;;
gtfo_KOK_desc;We can no longer maintain our rulership of Kokand, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MUG_title;Grant Mughalistan Independence;;;;;;;;;;;;;
gtfo_MUG_desc;We can no longer maintain our rulership of Mughalistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NEJ_title;Grant Nejd Independence;;;;;;;;;;;;;
gtfo_NEJ_desc;We can no longer maintain our rulership of Nejd, considering the developing political situation.;;;;;;;;;;;;;
gtfo_OMA_title;Grant Oman Independence;;;;;;;;;;;;;
gtfo_OMA_desc;We can no longer maintain our rulership of Oman, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PER_title;Grant Persia Independence;;;;;;;;;;;;;
gtfo_PER_desc;We can no longer maintain our rulership of Persia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YEM_title;Grant Yemen Independence;;;;;;;;;;;;;
gtfo_YEM_desc;We can no longer maintain our rulership of Yemen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HND_title;Grant India Independence;;;;;;;;;;;;;
gtfo_HND_desc;We can no longer maintain our rulership of India, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AWA_title;Grant Awadh Independence;;;;;;;;;;;;;
gtfo_AWA_desc;We can no longer maintain our rulership of Awadh, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAS_title;Grant Bastar Independence;;;;;;;;;;;;;
gtfo_BAS_desc;We can no longer maintain our rulership of Bastar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BER_title;Grant Beroda Independence;;;;;;;;;;;;;
gtfo_BER_desc;We can no longer maintain our rulership of Beroda, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BHO_title;Grant Bhopal Independence;;;;;;;;;;;;;
gtfo_BHO_desc;We can no longer maintain our rulership of Bhopal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BIK_title;Grant Bikaner Independence;;;;;;;;;;;;;
gtfo_BIK_desc;We can no longer maintain our rulership of Bikaner, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BUN_title;Grant Bundelkhand Independence;;;;;;;;;;;;;
gtfo_BUN_desc;We can no longer maintain our rulership of Bundelkhand, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GWA_title;Grant Gwailor Independence;;;;;;;;;;;;;
gtfo_GWA_desc;We can no longer maintain our rulership of Gwailor, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HYD_title;Grant Hyderabad Independence;;;;;;;;;;;;;
gtfo_HYD_desc;We can no longer maintain our rulership of Hyderabad, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IND_title;Grant Indore Independence;;;;;;;;;;;;;
gtfo_IND_desc;We can no longer maintain our rulership of Indore, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAI_title;Grant Jaipur Independence;;;;;;;;;;;;;
gtfo_JAI_desc;We can no longer maintain our rulership of Jaipur, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAS_title;Grant Jaisalmer Independence;;;;;;;;;;;;;
gtfo_JAS_desc;We can no longer maintain our rulership of Jaisalmer, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JOD_title;Grant Jodhpur Independence;;;;;;;;;;;;;
gtfo_JOD_desc;We can no longer maintain our rulership of Jodhpur, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAL_title;Grant Kalat Independence;;;;;;;;;;;;;
gtfo_KAL_desc;We can no longer maintain our rulership of Kalat, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAS_title;Grant Kashmir Independence;;;;;;;;;;;;;
gtfo_KAS_desc;We can no longer maintain our rulership of Kashmir, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KUT_title;Grant Kutch Independence;;;;;;;;;;;;;
gtfo_KUT_desc;We can no longer maintain our rulership of Kutch, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LAD_title;Grant Ladakh Independence;;;;;;;;;;;;;
gtfo_LAD_desc;We can no longer maintain our rulership of Ladakh, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAK_title;Grant Makran Independence;;;;;;;;;;;;;
gtfo_MAK_desc;We can no longer maintain our rulership of Makran, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MEW_title;Grant Mewar Independence;;;;;;;;;;;;;
gtfo_MEW_desc;We can no longer maintain our rulership of Mewar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MYS_title;Grant Mysore Independence;;;;;;;;;;;;;
gtfo_MYS_desc;We can no longer maintain our rulership of Mysore, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NAG_title;Grant Nagpur Independence;;;;;;;;;;;;;
gtfo_NAG_desc;We can no longer maintain our rulership of Nagpur, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NEP_title;Grant Nepal Independence;;;;;;;;;;;;;
gtfo_NEP_desc;We can no longer maintain our rulership of Nepal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ORI_title;Grant Orissa Independence;;;;;;;;;;;;;
gtfo_ORI_desc;We can no longer maintain our rulership of Orissa, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PNJ_title;Grant Panjab Independence;;;;;;;;;;;;;
gtfo_PNJ_desc;We can no longer maintain our rulership of Panjab, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SHI_title;Grant Shimla Independence;;;;;;;;;;;;;
gtfo_SHI_desc;We can no longer maintain our rulership of Shimla, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIK_title;Grant Sikkim Independence;;;;;;;;;;;;;
gtfo_SIK_desc;We can no longer maintain our rulership of Sikkim, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIN_title;Grant Sind Independence;;;;;;;;;;;;;
gtfo_SIN_desc;We can no longer maintain our rulership of Sind, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRA_title;Grant Travancore Independence;;;;;;;;;;;;;
gtfo_TRA_desc;We can no longer maintain our rulership of Travancore, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ATJ_title;Grant Atjeh Independence;;;;;;;;;;;;;
gtfo_ATJ_desc;We can no longer maintain our rulership of Atjeh, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAL_title;Grant Bali Independence;;;;;;;;;;;;;
gtfo_BAL_desc;We can no longer maintain our rulership of Bali, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BHU_title;Grant Bhutan Independence;;;;;;;;;;;;;
gtfo_BHU_desc;We can no longer maintain our rulership of Bhutan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRU_title;Grant Brunei Independence;;;;;;;;;;;;;
gtfo_BRU_desc;We can no longer maintain our rulership of Brunei, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BUR_title;Grant Burma Independence;;;;;;;;;;;;;
gtfo_BUR_desc;We can no longer maintain our rulership of Burma, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CAM_title;Grant Cambodia Independence;;;;;;;;;;;;;
gtfo_CAM_desc;We can no longer maintain our rulership of Cambodia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHI_title;Grant China Independence;;;;;;;;;;;;;
gtfo_CHI_desc;We can no longer maintain our rulership of China, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAI_title;Grant Dai Viet Independence;;;;;;;;;;;;;
gtfo_DAI_desc;We can no longer maintain our rulership of Dai Viet, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAV_title;Grant Java Independence;;;;;;;;;;;;;
gtfo_JAV_desc;We can no longer maintain our rulership of Java, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KOR_title;Grant Korea Independence;;;;;;;;;;;;;
gtfo_KOR_desc;We can no longer maintain our rulership of Korea, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUA_title;Grant Luang Prabang Independence;;;;;;;;;;;;;
gtfo_LUA_desc;We can no longer maintain our rulership of Luang Prabang, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JOH_title;Grant Johore Independence;;;;;;;;;;;;;
gtfo_JOH_desc;We can no longer maintain our rulership of Johore, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIA_title;Grant Siam Independence;;;;;;;;;;;;;
gtfo_SIA_desc;We can no longer maintain our rulership of Siam, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TIB_title;Grant Tibet Independence;;;;;;;;;;;;;
gtfo_TIB_desc;We can no longer maintain our rulership of Tibet, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MGL_title;Grant Mongolia Independence;;;;;;;;;;;;;
gtfo_MGL_desc;We can no longer maintain our rulership of Mongolia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WIA_title;Grant Wiang Chhan Independence;;;;;;;;;;;;;
gtfo_WIA_desc;We can no longer maintain our rulership of Wiang Chhan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PHL_title;Grant Philippines Independence;;;;;;;;;;;;;
gtfo_PHL_desc;We can no longer maintain our rulership of Philippines, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MCK_title;Grant Manchukuo Independence;;;;;;;;;;;;;
gtfo_MCK_desc;We can no longer maintain our rulership of Manchukuo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GXI_title;Grant Guangxi Clique Independence;;;;;;;;;;;;;
gtfo_GXI_desc;We can no longer maintain our rulership of Guangxi Clique, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SXI_title;Grant Shanxi Independence;;;;;;;;;;;;;
gtfo_SXI_desc;We can no longer maintain our rulership of Shanxi, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YNN_title;Grant Yunnan Independence;;;;;;;;;;;;;
gtfo_YNN_desc;We can no longer maintain our rulership of Yunnan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_XBI_title;Grant Xibei San Ma Independence;;;;;;;;;;;;;
gtfo_XBI_desc;We can no longer maintain our rulership of Xibei San Ma, considering the developing political situation.;;;;;;;;;;;;;
gtfo_XIN_title;Grant Xinjiang Independence;;;;;;;;;;;;;
gtfo_XIN_desc;We can no longer maintain our rulership of Xinjiang, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CAL_title;Grant Californian Republic Independence;;;;;;;;;;;;;
gtfo_CAL_desc;We can no longer maintain our rulership of Californian Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CAN_title;Grant Canada Independence;;;;;;;;;;;;;
gtfo_CAN_desc;We can no longer maintain our rulership of Canada, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHE_title;Grant Cherokee Independence;;;;;;;;;;;;;
gtfo_CHE_desc;We can no longer maintain our rulership of Cherokee, considering the developing political situation.;;;;;;;;;;;;;
gtfo_COL_title;Grant Columbia Independence;;;;;;;;;;;;;
gtfo_COL_desc;We can no longer maintain our rulership of Columbia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_COS_title;Grant Costa Rica Independence;;;;;;;;;;;;;
gtfo_COS_desc;We can no longer maintain our rulership of Costa Rica, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CSA_title;Grant CSA Independence;;;;;;;;;;;;;
gtfo_CSA_desc;We can no longer maintain our rulership of CSA, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CUB_title;Grant Cuba Independence;;;;;;;;;;;;;
gtfo_CUB_desc;We can no longer maintain our rulership of Cuba, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DES_title;Grant Deseret Independence;;;;;;;;;;;;;
gtfo_DES_desc;We can no longer maintain our rulership of Deseret, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DOM_title;Grant Dominican Republic Independence;;;;;;;;;;;;;
gtfo_DOM_desc;We can no longer maintain our rulership of Dominican Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ELS_title;Grant El Salvador Independence;;;;;;;;;;;;;
gtfo_ELS_desc;We can no longer maintain our rulership of El Salvador, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GUA_title;Grant Guatemala Independence;;;;;;;;;;;;;
gtfo_GUA_desc;We can no longer maintain our rulership of Guatemala, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAI_title;Grant Haiti Independence;;;;;;;;;;;;;
gtfo_HAI_desc;We can no longer maintain our rulership of Haiti, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAW_title;Grant Hawaii Independence;;;;;;;;;;;;;
gtfo_HAW_desc;We can no longer maintain our rulership of Hawaii, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MEX_title;Grant Mexico Independence;;;;;;;;;;;;;
gtfo_MEX_desc;We can no longer maintain our rulership of Mexico, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MTC_title;Grant Metis Confederacy Independence;;;;;;;;;;;;;
gtfo_MTC_desc;We can no longer maintain our rulership of Metis Confederacy, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HON_title;Grant Honduras Independence;;;;;;;;;;;;;
gtfo_HON_desc;We can no longer maintain our rulership of Honduras, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NEN_title;Grant New England Independence;;;;;;;;;;;;;
gtfo_NEN_desc;We can no longer maintain our rulership of New England, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NEW_title;Grant Newfoundland Independence;;;;;;;;;;;;;
gtfo_NEW_desc;We can no longer maintain our rulership of Newfoundland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NIC_title;Grant Nicaragua Independence;;;;;;;;;;;;;
gtfo_NIC_desc;We can no longer maintain our rulership of Nicaragua, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PNM_title;Grant Panama Independence;;;;;;;;;;;;;
gtfo_PNM_desc;We can no longer maintain our rulership of Panama, considering the developing political situation.;;;;;;;;;;;;;
gtfo_QUE_title;Grant Quebec Independence;;;;;;;;;;;;;
gtfo_QUE_desc;We can no longer maintain our rulership of Quebec, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TEX_title;Grant Texas Independence;;;;;;;;;;;;;
gtfo_TEX_desc;We can no longer maintain our rulership of Texas, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UCA_title;Grant United States of Central America Independence;;;;;;;;;;;;;
gtfo_UCA_desc;We can no longer maintain our rulership of United States of Central America, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARG_title;Grant Argentina Independence;;;;;;;;;;;;;
gtfo_ARG_desc;We can no longer maintain our rulership of Argentina, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BOL_title;Grant Bolivia Independence;;;;;;;;;;;;;
gtfo_BOL_desc;We can no longer maintain our rulership of Bolivia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRZ_title;Grant Brazil Independence;;;;;;;;;;;;;
gtfo_BRZ_desc;We can no longer maintain our rulership of Brazil, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHL_title;Grant Chile Independence;;;;;;;;;;;;;
gtfo_CHL_desc;We can no longer maintain our rulership of Chile, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CLM_title;Grant Colombia Independence;;;;;;;;;;;;;
gtfo_CLM_desc;We can no longer maintain our rulership of Colombia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ECU_title;Grant Ecuador Independence;;;;;;;;;;;;;
gtfo_ECU_desc;We can no longer maintain our rulership of Ecuador, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PEU_title;Grant Peru Independence;;;;;;;;;;;;;
gtfo_PEU_desc;We can no longer maintain our rulership of Peru, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PRG_title;Grant Paraguay Independence;;;;;;;;;;;;;
gtfo_PRG_desc;We can no longer maintain our rulership of Paraguay, considering the developing political situation.;;;;;;;;;;;;;
gtfo_URU_title;Grant Uruguay Independence;;;;;;;;;;;;;
gtfo_URU_desc;We can no longer maintain our rulership of Uruguay, considering the developing political situation.;;;;;;;;;;;;;
gtfo_VNZ_title;Grant Venezuela Independence;;;;;;;;;;;;;
gtfo_VNZ_desc;We can no longer maintain our rulership of Venezuela, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AST_title;Grant Australia Independence;;;;;;;;;;;;;
gtfo_AST_desc;We can no longer maintain our rulership of Australia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NZL_title;Grant New Zealand Independence;;;;;;;;;;;;;
